"","subject","item","value","measure","item_type","pict_order","adjective","adj_type","pict_position","noun","group","series","newcol","degree","block","degree2","value2"
"3977","5ac29361e1099600016a6cdc","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3978","5af9a04dfdaeac00010d6549","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3979","5af4a2ba222e4d0001877809","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3980","591a1f4800a5650001276188","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3981","5aea9842ba2926000102f326","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3982","5a0677d5df3fa800015c355f","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3983","5aad4225811b2000016f6ed1","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3984","5aec798463d6e10001754fe7","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3985","5a8aef97eea3d300016e946b","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3986","5ae7522362c7f200018d6185","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3987","5af21c6a5847970001e34a6e","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3988","5af7e7dc25561e00013ae08b","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3989","582630568061bd0001327245","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3990","5aebb7138787840001f9e9c1","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3991","5acc5b84436f5500010033e7","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",0,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",1
"3992","5afc4ab7bb36f900018ef256","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3993","5abb5f335cd105000161c8c5","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3994","5acb29dce1099600016ac298","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3995","5afbfee78d6af000015b6f15","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",0,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",1
"3996","5a0b3848844c7a00015e4cf5","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3997","5aeb3f7cb59b0d00012e8338","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3998","5a8180c6ae9a0b0001a9c3c6","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"3999","5aec1ee475deca0001625ba8","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"4000","5aeac7017875a4000115ec28","b1__item_4.gerade_max..reversed...Q1.12.1...Q1.12.1",1,"rating","target","reversed","gerade","max","01","banane","Abs","Abs1-b1__item_4","reversed_01","05","b1","01",0
"4005","5acb32595cd1050001627086","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4006","5aeabe40b02f280001759ea0","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4007","5aeace46854c9000018675a1","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4008","5ab9f5e37ccedb0001b7dd2d","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4009","5a0af79849add9000140d8dd","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4010","5aea9bf826b6680001697cd3","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4011","5a1dc8e45d06850001b012b6","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4012","58d4ebdec8677b0001a2107b","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4013","5aeafacdd84ebf0001ba9a2f","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4014","5afdcfb796a88e0001ff3fdc","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4015","5aead0fbf61e7d00013f97ec","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4016","5aecb47c75deca00016263a5","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4017","5ac29361e1099600016a6cdc","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4018","5af9a04dfdaeac00010d6549","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4019","5af4a2ba222e4d0001877809","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4020","591a1f4800a5650001276188","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4021","5aea9842ba2926000102f326","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4022","5a0677d5df3fa800015c355f","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4023","5aad4225811b2000016f6ed1","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4024","5aec798463d6e10001754fe7","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4025","5a8aef97eea3d300016e946b","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4026","5ae7522362c7f200018d6185","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4027","5af21c6a5847970001e34a6e","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4028","5af7e7dc25561e00013ae08b","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4029","582630568061bd0001327245","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4030","5aebb7138787840001f9e9c1","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4031","5acc5b84436f5500010033e7","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4032","5afc4ab7bb36f900018ef256","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4033","5abb5f335cd105000161c8c5","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4034","5acb29dce1099600016ac298","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4035","5afbfee78d6af000015b6f15","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4036","5a0b3848844c7a00015e4cf5","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4037","5aeb3f7cb59b0d00012e8338","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",1,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",0
"4038","5a8180c6ae9a0b0001a9c3c6","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4039","5aec1ee475deca0001625ba8","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4040","5aeac7017875a4000115ec28","b1__item_4.gerade_max..reversed...Q1.12.2...Q1.12.2",0,"rating","target","reversed","gerade","max","02","banane","Abs","Abs1-b1__item_4","reversed_02","04","b1","02",1
"4045","5acb32595cd1050001627086","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4046","5aeabe40b02f280001759ea0","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4047","5aeace46854c9000018675a1","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4048","5ab9f5e37ccedb0001b7dd2d","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4049","5a0af79849add9000140d8dd","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4050","5aea9bf826b6680001697cd3","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4051","5a1dc8e45d06850001b012b6","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4052","58d4ebdec8677b0001a2107b","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4053","5aeafacdd84ebf0001ba9a2f","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4054","5afdcfb796a88e0001ff3fdc","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4055","5aead0fbf61e7d00013f97ec","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4056","5aecb47c75deca00016263a5","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4057","5ac29361e1099600016a6cdc","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4058","5af9a04dfdaeac00010d6549","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4059","5af4a2ba222e4d0001877809","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4060","591a1f4800a5650001276188","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4061","5aea9842ba2926000102f326","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4062","5a0677d5df3fa800015c355f","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4063","5aad4225811b2000016f6ed1","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4064","5aec798463d6e10001754fe7","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4065","5a8aef97eea3d300016e946b","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4066","5ae7522362c7f200018d6185","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4067","5af21c6a5847970001e34a6e","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4068","5af7e7dc25561e00013ae08b","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4069","582630568061bd0001327245","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4070","5aebb7138787840001f9e9c1","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4071","5acc5b84436f5500010033e7","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4072","5afc4ab7bb36f900018ef256","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4073","5abb5f335cd105000161c8c5","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4074","5acb29dce1099600016ac298","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4075","5afbfee78d6af000015b6f15","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4076","5a0b3848844c7a00015e4cf5","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4077","5aeb3f7cb59b0d00012e8338","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4078","5a8180c6ae9a0b0001a9c3c6","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4079","5aec1ee475deca0001625ba8","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4080","5aeac7017875a4000115ec28","b1__item_4.gerade_max..reversed...Q1.12.3...Q1.12.3",0,"rating","target","reversed","gerade","max","03","banane","Abs","Abs1-b1__item_4","reversed_03","03","b1","03",1
"4085","5acb32595cd1050001627086","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4086","5aeabe40b02f280001759ea0","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4087","5aeace46854c9000018675a1","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4088","5ab9f5e37ccedb0001b7dd2d","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4089","5a0af79849add9000140d8dd","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4090","5aea9bf826b6680001697cd3","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4091","5a1dc8e45d06850001b012b6","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4092","58d4ebdec8677b0001a2107b","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4093","5aeafacdd84ebf0001ba9a2f","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4094","5afdcfb796a88e0001ff3fdc","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4095","5aead0fbf61e7d00013f97ec","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4096","5aecb47c75deca00016263a5","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4097","5ac29361e1099600016a6cdc","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4098","5af9a04dfdaeac00010d6549","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4099","5af4a2ba222e4d0001877809","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4100","591a1f4800a5650001276188","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4101","5aea9842ba2926000102f326","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4102","5a0677d5df3fa800015c355f","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4103","5aad4225811b2000016f6ed1","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4104","5aec798463d6e10001754fe7","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
"4105","5a8aef97eea3d300016e946b","b1__item_4.gerade_max..reversed...Q1.12.4...Q1.12.4",0,"rating","target","reversed","gerade","max","04","banane","Abs","Abs1-b1__item_4","reversed_04","02","b1","04",1
