"","subject","item","value","measure","item_type","pict_order","adjective","adj_type","pict_position","noun"
"32","5afc4ab7bb36f900018ef256","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"33","5abb5f335cd105000161c8c5","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"34","5acb29dce1099600016ac298","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"35","5afbfee78d6af000015b6f15","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"36","5a0b3848844c7a00015e4cf5","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"37","5aeb3f7cb59b0d00012e8338","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"38","5a8180c6ae9a0b0001a9c3c6","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"39","5aec1ee475deca0001625ba8","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"40","5aeac7017875a4000115ec28","b1__filler_1.schwarz..left.right...Q1.1.1...Q1.1.1",0,"rating","filler","leftno_rightyes","schwarz","color","01","comb"
"41","bt1","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"42","pbs","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"43","LM","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"44","HWB","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"45","5acb32595cd1050001627086","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"46","5aeabe40b02f280001759ea0","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"47","5aeace46854c9000018675a1","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"48","5ab9f5e37ccedb0001b7dd2d","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"49","5a0af79849add9000140d8dd","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"50","5aea9bf826b6680001697cd3","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"51","5a1dc8e45d06850001b012b6","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"52","58d4ebdec8677b0001a2107b","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"53","5aeafacdd84ebf0001ba9a2f","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"54","5afdcfb796a88e0001ff3fdc","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"55","5aead0fbf61e7d00013f97ec","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"56","5aecb47c75deca00016263a5","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"57","5ac29361e1099600016a6cdc","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"58","5af9a04dfdaeac00010d6549","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"59","5af4a2ba222e4d0001877809","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"60","591a1f4800a5650001276188","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"61","5aea9842ba2926000102f326","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"62","5a0677d5df3fa800015c355f","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"63","5aad4225811b2000016f6ed1","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"64","5aec798463d6e10001754fe7","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"65","5a8aef97eea3d300016e946b","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"66","5ae7522362c7f200018d6185","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"67","5af21c6a5847970001e34a6e","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"68","5af7e7dc25561e00013ae08b","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"69","582630568061bd0001327245","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"70","5aebb7138787840001f9e9c1","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"71","5acc5b84436f5500010033e7","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"72","5afc4ab7bb36f900018ef256","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"73","5abb5f335cd105000161c8c5","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"74","5acb29dce1099600016ac298","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"75","5afbfee78d6af000015b6f15","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"76","5a0b3848844c7a00015e4cf5","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"77","5aeb3f7cb59b0d00012e8338","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"78","5a8180c6ae9a0b0001a9c3c6","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"79","5aec1ee475deca0001625ba8","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"80","5aeac7017875a4000115ec28","b1__filler_1.schwarz..left.right...Q1.1.2...Q1.1.2",0,"rating","filler","leftno_rightyes","schwarz","color","02","comb"
"81","bt1","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"82","pbs","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"83","LM","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"84","HWB","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"85","5acb32595cd1050001627086","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"86","5aeabe40b02f280001759ea0","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"87","5aeace46854c9000018675a1","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"88","5ab9f5e37ccedb0001b7dd2d","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"89","5a0af79849add9000140d8dd","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"90","5aea9bf826b6680001697cd3","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"91","5a1dc8e45d06850001b012b6","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"92","58d4ebdec8677b0001a2107b","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"93","5aeafacdd84ebf0001ba9a2f","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"94","5afdcfb796a88e0001ff3fdc","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"95","5aead0fbf61e7d00013f97ec","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"96","5aecb47c75deca00016263a5","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"97","5ac29361e1099600016a6cdc","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"98","5af9a04dfdaeac00010d6549","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"99","5af4a2ba222e4d0001877809","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"100","591a1f4800a5650001276188","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"101","5aea9842ba2926000102f326","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"102","5a0677d5df3fa800015c355f","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"103","5aad4225811b2000016f6ed1","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"104","5aec798463d6e10001754fe7","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"105","5a8aef97eea3d300016e946b","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"106","5ae7522362c7f200018d6185","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"107","5af21c6a5847970001e34a6e","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"108","5af7e7dc25561e00013ae08b","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"109","582630568061bd0001327245","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"110","5aebb7138787840001f9e9c1","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"111","5acc5b84436f5500010033e7","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"112","5afc4ab7bb36f900018ef256","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"113","5abb5f335cd105000161c8c5","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"114","5acb29dce1099600016ac298","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"115","5afbfee78d6af000015b6f15","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"116","5a0b3848844c7a00015e4cf5","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"117","5aeb3f7cb59b0d00012e8338","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"118","5a8180c6ae9a0b0001a9c3c6","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"119","5aec1ee475deca0001625ba8","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"120","5aeac7017875a4000115ec28","b1__filler_1.schwarz..left.right...Q1.1.3...Q1.1.3",0,"rating","filler","leftno_rightyes","schwarz","color","03","comb"
"121","bt1","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"122","pbs","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"123","LM","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"124","HWB","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"125","5acb32595cd1050001627086","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"126","5aeabe40b02f280001759ea0","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"127","5aeace46854c9000018675a1","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"128","5ab9f5e37ccedb0001b7dd2d","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"129","5a0af79849add9000140d8dd","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",NA,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"130","5aea9bf826b6680001697cd3","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"131","5a1dc8e45d06850001b012b6","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"132","58d4ebdec8677b0001a2107b","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"133","5aeafacdd84ebf0001ba9a2f","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"134","5afdcfb796a88e0001ff3fdc","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"135","5aead0fbf61e7d00013f97ec","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"136","5aecb47c75deca00016263a5","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",1,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"137","5ac29361e1099600016a6cdc","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",1,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"138","5af9a04dfdaeac00010d6549","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",1,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"139","5af4a2ba222e4d0001877809","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"140","591a1f4800a5650001276188","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"141","5aea9842ba2926000102f326","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"142","5a0677d5df3fa800015c355f","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"143","5aad4225811b2000016f6ed1","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"144","5aec798463d6e10001754fe7","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"145","5a8aef97eea3d300016e946b","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"146","5ae7522362c7f200018d6185","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"147","5af21c6a5847970001e34a6e","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"148","5af7e7dc25561e00013ae08b","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"149","582630568061bd0001327245","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"150","5aebb7138787840001f9e9c1","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"151","5acc5b84436f5500010033e7","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",NA,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"152","5afc4ab7bb36f900018ef256","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"153","5abb5f335cd105000161c8c5","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"154","5acb29dce1099600016ac298","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"155","5afbfee78d6af000015b6f15","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"156","5a0b3848844c7a00015e4cf5","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"157","5aeb3f7cb59b0d00012e8338","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"158","5a8180c6ae9a0b0001a9c3c6","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"159","5aec1ee475deca0001625ba8","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"160","5aeac7017875a4000115ec28","b1__filler_1.schwarz..left.right...Q1.1.4...Q1.1.4",0,"rating","filler","leftno_rightyes","schwarz","color","04","comb"
"161","bt1","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"162","pbs","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"163","LM","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"164","HWB","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"165","5acb32595cd1050001627086","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"166","5aeabe40b02f280001759ea0","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"167","5aeace46854c9000018675a1","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"168","5ab9f5e37ccedb0001b7dd2d","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"169","5a0af79849add9000140d8dd","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
"170","5aea9bf826b6680001697cd3","b1__filler_1.schwarz..left.right...Q1.1.5...Q1.1.5",1,"rating","filler","leftno_rightyes","schwarz","color","05","comb"
